_ID,TimeSt,Country,Province,City,Latitude,Longitude,POIID,POIDistance
4571908,2017-06-21 01:01:56.140,CA,AB,Calgary,51.0876,-114.0214,POI1,275.7920018005919
4571945,2017-06-21 16:01:56.357,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,1231.6557042597483
4572027,2017-06-21 06:01:56.393,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844162
4572049,2017-06-21 00:01:56.543,CA,ON,Barrie,44.3851,-79.6991,POI3,498.745850699985
4572145,2017-06-21 02:01:56.813,CA,ON,Barrie,44.37411,-79.6951,POI3,498.79690790057344
4572206,2017-06-21 06:01:56.393,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844162
4572226,2017-06-21 06:01:56.970,CA,ON,Milton,43.5148,-79.884,POI3,548.1718319806573
4572243,2017-06-21 09:01:57.143,CA,ON,Thunder Bay,48.3914,-89.262,POI3,1230.8056247722216
4572341,2017-06-21 10:01:57.467,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
4572431,2017-06-21 20:01:57.853,CA,ON,Barrie,44.3303,-79.7268,POI3,502.6455016323314
4572517,2017-06-21 20:01:58.287,CA,ON,Barrie,44.4015,-79.6782,POI3,496.63019514786004
4572540,2017-06-21 08:01:59.030,CA,ON,Thunder Bay,48.3914,-89.262,POI3,1230.8056247722216
4572571,2017-06-21 20:01:58.287,CA,ON,Barrie,44.4015,-79.6782,POI3,496.63019514786004
4572663,2017-06-21 19:01:59.087,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
4572717,2017-06-21 17:01:59.310,CA,ON,Thunder Bay,48.4527,-89.2162,POI3,1228.5762695462904
4572797,2017-06-21 22:01:59.780,CA,ON,Kingston,44.2585,-76.4897,POI3,269.74069120645885
4572819,2017-06-21 19:01:55.970,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,1231.6557042597483
4572821,2017-06-21 22:01:59.780,CA,ON,Kingston,44.2585,-76.4897,POI3,269.74069120645885
4572920,2017-06-21 02:01:56.477,CA,ON,Barrie,44.3851,-79.6991,POI3,498.745850699985
4572926,2017-06-21 09:01:56.883,CA,ON,North York,43.781,-79.3483,POI3,496.51253979513064
4572980,2017-06-21 00:01:56.983,CA,AB,Leduc,53.2668,-113.552,POI1,31.373214675263014
4573062,2017-06-21 14:01:57.057,CA,ON,Kingston,44.2585,-76.4897,POI3,269.74069120645885
4573118,2017-06-21 00:01:57.150,CA,BC,Surrey,49.0374,-122.8299,POI1,819.5939426302908
4573153,2017-06-21 11:01:57.237,CA,ON,Orillia,44.601,-79.36,POI3,466.3313153017459
4573241,2017-06-21 12:01:57.593,CA,ON,Dryden,49.7805,-92.8344,POI1,1478.6417214377866
4573277,2017-06-21 09:01:57.777,CA,ON,Renfrew,45.4716,-76.6848,POI3,243.13273957285975
4573285,2017-06-21 12:01:57.593,CA,ON,Dryden,49.7805,-92.8344,POI1,1478.6417214377866
4573287,2017-06-21 14:01:58.487,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
4573369,2017-06-21 02:01:58.627,CA,ON,Mississauga,43.5769,-79.6283,POI3,526.6356000944369
4573431,2017-06-21 09:01:59.263,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
4573514,2017-06-21 13:01:59.460,CA,ON,Pembroke,45.827,-77.1116,POI3,277.5378930537656
4573593,2017-06-21 14:01:59.677,CA,ON,Kingston,44.2585,-76.4897,POI3,269.74069120645885
4573603,2017-06-21 16:01:59.880,CA,ON,Pembroke,45.827,-77.1116,POI3,277.5378930537656
4573607,2017-06-21 20:02:00.103,CA,AB,Calgary,50.9093,-114.1028,POI1,296.19989574941593
4573627,2017-06-21 00:01:56.183,CA,AB,Ponoka,52.6745,-113.576,POI1,97.11200892127937
4573664,2017-06-21 22:01:56.237,CA,ON,North Bay,46.3377,-79.3717,POI3,457.9792316399065
4573723,2017-06-21 11:01:56.340,CA,ON,North Bay,46.3377,-79.3717,POI3,457.9792316399065
4573726,2017-06-21 05:01:56.467,CA,MB,Winnipeg,49.7838,-97.0973,POI1,1201.9084809937676
4573777,2017-06-21 05:01:56.633,CA,QC,Beloeil,45.5846,-73.2039,POI3,29.05280292040741
4573826,2017-06-21 12:01:56.807,CA,QC,Beloeil,45.5846,-73.2039,POI3,29.05280292040741
4573881,2017-06-21 10:01:56.997,CA,QC,Beloeil,45.5846,-73.2039,POI3,29.05280292040741
4573909,2017-06-21 14:01:57.237,CA,QC,Beloeil,45.5846,-73.2039,POI3,29.05280292040741
4573996,2017-06-21 11:01:57.400,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,1231.6557042597483
4574094,2017-06-21 19:01:57.447,CA,ON,Niagara Falls,43.0537,-79.1018,POI3,518.9208854853397
4574143,2017-06-21 13:01:57.490,CA,ON,Sudbury,46.5213,-80.947,POI3,580.4127402865989
4574216,2017-06-21 22:01:57.547,CA,ON,Dryden,49.7805,-92.8344,POI1,1478.6417214377866
4574298,2017-06-21 12:01:57.787,CA,ON,Renfrew,45.4716,-76.6848,POI3,243.13273957285975
4574389,2017-06-21 12:01:56.807,CA,QC,Beloeil,45.5846,-73.2039,POI3,29.05280292040741
4574407,2017-06-21 02:01:58.323,CA,ON,Newmarket,44.0433,-79.4912,POI3,495.5465209840844
4574421,2017-06-21 22:01:58.617,CA,ON,Kingston,44.2585,-76.4897,POI3,269.74069120645885
4574483,2017-06-21 14:01:59.047,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844162
4574565,2017-06-21 06:01:59.593,CA,ON,Sioux Lookout,50.0979,-91.922,POI3,1457.5667744825328
4574616,2017-06-21 22:02:00.597,CA,AB,Edmonton,53.5314,-113.582,POI1,6.5698346905448
4574672,2017-06-21 12:01:58.030,CA,ON,Peterborough,44.3022,-78.3342,POI3,399.13738440307736
4574769,2017-06-21 01:01:58.077,CA,ON,Orillia,44.6078,-79.4175,POI3,470.5450863202622
4574850,2017-06-21 12:01:58.090,CA,ON,Orillia,44.6078,-79.4175,POI3,470.5450863202622
4574940,2017-06-21 21:01:58.327,CA,AB,Edmonton,53.4104,-113.517,POI1,15.237724944250676
4575038,2017-06-21 03:01:58.540,CA,ON,Newmarket,44.05175,-79.4984,POI3,495.73985738240026
4575111,2017-06-21 05:01:58.913,CA,AB,Edmonton,53.587,-113.441,POI1,5.416846823637305
4575139,2017-06-21 00:01:59.797,CA,AB,Red Deer,52.2694,-113.769,POI1,143.2349444943628
4575188,2017-06-21 12:02:00.277,CA,ON,Brampton,43.6656,-79.747,POI3,530.9734514060614
4575260,2017-06-21 01:02:00.427,CA,AB,Edmonton,53.4179,-113.5785,POI1,15.527428515690566
4575338,2017-06-21 05:02:01.533,CA,AB,Calgary,51.0571,-114.077,POI1,279.6736302972662
4575382,2017-06-21 21:02:01.997,CA,AB,Red Deer,52.2651,-113.794,POI1,143.94016689598396
4575448,2017-06-21 22:02:02.730,CA,AB,Red Deer,52.2694,-113.769,POI1,143.2349444943628
4575463,2017-06-21 14:02:03.903,CA,AB,Edmonton,53.4688,-113.508,POI1,8.727918310220094
4575529,2017-06-21 03:02:01.920,CA,QC,Montréal,45.5435,-73.6341,POI3,5.833694853811036
4575590,2017-06-21 05:02:02.540,CA,AB,Edmonton,53.5181,-113.5797,POI1,6.950404757218904
4575608,2017-06-21 18:02:04.380,CA,AB,Edmonton,53.44916,-113.3878,POI1,12.582324790242685
4575633,2017-06-21 13:02:01.340,CA,BC,Vancouver,49.25799,-123.11512,POI1,819.5912722707084
4575690,2017-06-21 09:02:02.517,CA,AB,Edmonton,53.5181,-113.5797,POI1,6.950404757218904
4575735,2017-06-21 06:02:06.880,CA,AB,Edmonton,53.4249,-113.595,POI1,15.300019917760833
4575808,2017-06-21 12:02:04.630,CA,AB,Edmonton,53.4829,-113.499,POI1,7.089439343201408
4575862,2017-06-21 10:02:07.570,CA,NB,Moncton,46.1044,-64.82012,POI4,157.41768066492645
4575952,2017-06-21 22:02:07.707,CA,NL,St. John's,47.55,-52.6667,POI4,849.8537835656507
4576048,2017-06-21 19:02:08.120,CA,AB,Calgary,51.0348,-114.157,POI1,282.9551717288137
4576063,2017-06-21 00:02:08.643,CA,ON,North York,43.7302,-79.4951,POI3,509.58548311316855
4576079,2017-06-21 02:02:06.877,CA,AB,Calgary,51.0381,-114.118,POI1,282.17681687853485
4576101,2017-06-21 19:02:07.470,CA,AB,Strathcona,53.56134,-113.25221,POI1,15.517967636440716
4576102,2017-06-21 05:02:07.890,CA,AB,Calgary,51.1726,-114.101,POI1,267.21238100546077
4576178,2017-06-21 19:02:07.470,CA,AB,Strathcona,53.56134,-113.25221,POI1,15.517967636440716
4576265,2017-06-21 02:02:08.017,CA,QC,Montréal,45.49068,-73.62277,POI3,5.6034404508828715
4576329,2017-06-21 20:02:08.320,CA,ON,Windsor,42.2825,-83.0372,POI3,839.2393067655211
4576375,2017-06-21 00:02:07.047,CA,QC,Gatineau,45.50025,-75.65488,POI3,162.78146165768675
4576386,2017-06-21 09:02:07.390,CA,AB,Calgary,51.06561,-114.19218,POI1,279.97216945596267
4576452,2017-06-21 03:02:08.073,CA,ON,Scarborough,43.7458,-79.2353,POI3,489.98634857817154
4576460,2017-06-21 06:02:08.523,CA,ON,North York,43.7302,-79.4951,POI3,509.58548311316855
4576469,2017-06-21 06:02:08.847,CA,ON,Grimsby,43.1976,-79.5756,POI3,542.9702047920961
4576492,2017-06-21 03:02:09.557,CA,QC,Pierrefonds,45.5112,-73.8165,POI3,19.55021049135708
4576567,2017-06-21 00:02:06.693,CA,AB,Calgary,51.1414,-114.076,POI1,270.38494254023465
4576573,2017-06-21 02:02:06.860,CA,AB,Calgary,51.17119,-114.1577,POI1,267.99548482591496
4576652,2017-06-21 17:02:06.957,CA,AB,Calgary,51.0242,-114.1004,POI1,283.5266400944876
4576728,2017-06-21 11:02:07.430,CA,AB,Edmonton,53.4579,-113.412,POI1,10.95958907888917
4576749,2017-06-21 02:02:07.647,CA,AB,Strathcona,53.56134,-113.25221,POI1,15.517967636440716
4576759,2017-06-21 12:02:07.803,CA,NB,Saint John,45.2732,-66.0648,POI4,221.76030114572234
4576772,2017-06-21 16:02:07.953,CA,AB,Calgary,51.1726,-114.101,POI1,267.21238100546077
4576848,2017-06-21 02:02:06.860,CA,AB,Calgary,51.17119,-114.1577,POI1,267.99548482591496
4576859,2017-06-21 11:02:08.340,CA,SK,Regina,50.433,-104.594,POI1,699.6691937027624
4576952,2017-06-21 05:02:11.270,CA,QC,Montréal,45.4978,-73.5798,POI3,2.858860506700472
4577004,2017-06-21 03:02:06.867,CA,AB,Calgary,51.0381,-114.118,POI1,282.17681687853485
4577067,2017-06-21 11:02:07.430,CA,AB,Edmonton,53.4579,-113.412,POI1,10.95958907888917
4577142,2017-06-21 02:02:07.227,CA,AB,Calgary,51.14007,-114.17587,POI1,271.6187759083451
4577152,2017-06-21 22:02:07.793,CA,NB,Saint John,45.2577,-66.1108,POI4,225.35597478420058
4577181,2017-06-21 16:02:09.310,CA,ON,Ancaster,43.208,-79.9652,POI3,569.8117922655933
4577278,2017-06-21 04:02:09.647,CA,ON,Toronto,43.6466,-79.4493,POI3,510.28290946688105
4577297,2017-06-21 04:02:10.533,CA,AB,Calgary,51.0412,-114.0762,POI1,281.41663429353343
4577385,2017-06-21 02:02:08.693,CA,SK,Saskatoon,52.1218,-106.645,POI1,485.8266582262002
4577427,2017-06-21 18:02:09.643,CA,AB,Edmonton,53.587,-113.441,POI1,5.416846823637305
4577474,2017-06-21 09:02:12.097,CA,ON,North York,43.7568,-79.521,POI3,510.22879368584825
4577490,2017-06-21 06:02:12.820,CA,QC,Saint-Hubert,45.4955,-73.46368,POI3,8.487971686763215
4577520,2017-06-21 09:02:13.550,CA,ON,York,43.703,-79.512,POI3,512.1019825243789
4577559,2017-06-21 12:02:11.403,CA,AB,Calgary,51.1467,-114.3133,POI1,272.66103507994734
4577630,2017-06-21 01:02:14.450,CA,AB,Edmonton,53.4179,-113.5785,POI1,15.527428515690566
4577672,2017-06-21 13:02:15.073,CA,ON,Kingston,44.2377,-76.5602,POI3,275.72280822773865
4577753,2017-06-21 00:02:15.003,CA,ON,Sudbury,46.5213,-80.947,POI3,580.4127402865989
4577803,2017-06-21 14:02:13.797,CA,ON,Toronto,43.6736,-79.4035,POI3,505.65389120523554
4577886,2017-06-21 18:02:15.023,CA,ON,Sudbury,46.5213,-80.947,POI3,580.4127402865989
4577978,2017-06-21 17:02:15.173,CA,ON,Barrie,44.4015,-79.6782,POI3,496.63019514786004
4578065,2017-06-21 14:02:16.523,CA,AB,Edmonton,53.50137,-113.61601,POI1,9.94862893281511
4578095,2017-06-21 19:02:12.090,CA,AB,Calgary,51.0419,-114.2,POI1,282.6628457525732
4578131,2017-06-21 07:02:12.697,CA,ON,Toronto,43.7033,-79.4152,POI3,505.06269973021153
4578136,2017-06-21 07:02:13.050,CA,AB,Edmonton,53.4044,-113.5237,POI1,15.962754639881913
4578220,2017-06-21 05:02:15.140,CA,ON,Toronto,43.672,-79.3791,POI3,503.96897774561825
4578295,2017-06-21 19:02:12.090,CA,AB,Calgary,51.0419,-114.2,POI1,282.6628457525732
4578343,2017-06-21 19:02:16.113,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844162
4578350,2017-06-21 11:02:16.717,CA,AB,Edmonton,53.4104,-113.517,POI1,15.237724944250676
4578395,2017-06-21 04:02:13.957,CA,AB,Calgary,51.0146,-114.211,POI1,285.7844001385983
4578462,2017-06-21 06:02:15.207,CA,ON,Kingston,44.2257,-76.4824,POI3,271.2250893398762
4578537,2017-06-21 12:02:15.987,CA,AB,Edmonton,53.4143,-113.426,POI1,15.186370132145065
4578590,2017-06-21 22:02:16.617,CA,ON,Newmarket,44.0587,-79.4591,POI3,492.5333200844162
4578630,2017-06-21 13:02:17.433,CA,AB,Red Deer,52.24545,-113.75068,POI1,145.72070417864566
4578648,2017-06-21 21:02:19.760,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,219.46152613300868
4578682,2017-06-21 04:02:20.110,CA,ON,London,42.95903,-81.19382,POI3,670.7669630193873
4578688,2017-06-21 02:02:20.663,CA,AB,Calgary,50.93676,-114.0107,POI1,292.3439310602428
4578762,2017-06-21 04:02:19.497,CA,AB,Calgary,50.915,-114.06,POI1,295.17221219366905
4578788,2017-06-21 15:02:21.673,CA,AB,Edmonton,53.55,-113.5,POI1,1.0343902457344343
4578863,2017-06-21 14:02:17.947,CA,AB,Edmonton,53.5185,-113.6579,POI1,11.787141911505332
4578931,2017-06-21 10:02:18.440,CA,AB,Edmonton,53.60156,-113.40854,POI1,7.994743325580709
4578950,2017-06-21 05:02:19.917,CA,AB,Beaumont,53.35872,-113.4055,POI1,21.509580694245443
4578965,2017-06-21 00:02:19.613,CA,AB,Calgary,50.915,-114.06,POI1,295.17221219366905
4579042,2017-06-21 05:02:19.917,CA,AB,Beaumont,53.35872,-113.4055,POI1,21.509580694245443
4579096,2017-06-21 06:02:22.767,CA,ON,Peterborough,44.3022,-78.3342,POI3,399.13738440307736
4579154,2017-06-21 09:02:22.977,CA,AB,Calgary,51.0524,-114.038,POI1,279.82324508801366
4579156,2017-06-21 01:02:23.273,CA,AB,Beaumont,53.36205,-113.41755,POI1,20.964748412475632
4579196,2017-06-21 08:02:23.483,CA,NS,Halifax,44.6674,-63.6431,POI4,69.89252876217402
4579206,2017-06-21 04:02:24.200,CA,ON,Toronto,43.672,-79.3791,POI3,503.96897774561825
4579260,2017-06-21 08:02:22.537,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4579347,2017-06-21 12:02:22.950,CA,AB,Calgary,51.0524,-114.038,POI1,279.82324508801366
4579399,2017-06-21 08:02:23.237,CA,ON,North York,43.74274,-79.43632,POI3,504.7173207158014
4579468,2017-06-21 18:02:23.500,CA,AB,Calgary,51.0823,-113.9578,POI1,275.8406643288439
4579528,2017-06-21 22:02:23.720,CA,AB,Sherwood Park,53.5002,-113.3253,POI1,11.772936429910166
4579576,2017-06-21 17:02:22.517,CA,ON,Mississauga,43.5769,-79.6283,POI3,526.6356000944369
4579630,2017-06-21 09:02:22.983,CA,NS,Dartmouth,44.7084,-63.5318,POI4,62.05758193224358
4579671,2017-06-21 01:02:23.020,CA,AB,Calgary,51.1669,-114.113,POI1,267.96705853531694
4579752,2017-06-21 22:02:23.170,CA,AB,Edmonton,53.40502,-113.53463,POI1,16.024941399609638
4579791,2017-06-21 06:02:24.627,CA,ON,Ottawa,45.4019,-75.7513,POI3,170.94452214904422
4579809,2017-06-21 05:02:25.603,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4579897,2017-06-21 05:02:26.377,CA,AB,Edmonton,53.54812,-113.59431,POI1,7.176653081950897
4579962,2017-06-21 22:02:27.093,CA,ON,Oshawa,43.8659,-78.8495,POI3,456.29750434769164
4580061,2017-06-21 05:02:25.603,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4580125,2017-06-21 02:02:27.107,CA,ON,Mississauga,43.6046,-79.6729,POI3,528.5046202081787
4580127,2017-06-21 10:02:27.187,CA,QC,Laval,45.5306,-73.7521,POI3,14.52985975840501
4580147,2017-06-21 12:02:23.103,CA,AB,Calgary,51.13293,-114.2141,POI1,272.8600943355536
4580171,2017-06-21 15:02:23.190,CA,AB,Edmonton,53.5129,-113.623,POI1,9.79775203703857
4580238,2017-06-21 04:02:23.790,CA,AB,Strathcona,53.56134,-113.25221,POI1,15.517967636440716
4580255,2017-06-21 10:02:27.187,CA,QC,Laval,45.5306,-73.7521,POI3,14.52985975840501
4580268,2017-06-21 19:02:27.000,CA,ON,Burlington,43.3889,-79.7682,POI3,546.2097738359529
4580365,2017-06-21 17:02:27.163,CA,ON,Brampton,43.7796,-79.7681,POI3,527.2892446883714
4580380,2017-06-21 06:02:27.423,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
4580418,2017-06-21 09:02:22.960,CA,AB,Calgary,51.13042,-114.15232,POI1,272.40631324053345
4580495,2017-06-21 10:02:23.197,CA,AB,Edmonton,53.6313,-113.5245,POI1,9.806053114614363
4580507,2017-06-21 09:02:22.960,CA,AB,Calgary,51.13042,-114.15232,POI1,272.40631324053345
4580566,2017-06-21 08:02:23.223,CA,NS,Halifax,44.6394,-63.5798,POI4,70.59765451895547
4580584,2017-06-21 20:02:23.367,CA,NS,Halifax,44.6701,-63.6036,POI4,68.23979937266118
4580639,2017-06-21 16:02:23.647,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
4580687,2017-06-21 13:02:23.913,CA,ON,Newmarket,44.039,-79.4724,POI3,494.32343203476347
4580774,2017-06-21 16:02:24.153,CA,AB,Edmonton,53.58562,-113.39447,POI1,7.454490418151699
4580806,2017-06-21 04:02:24.980,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4580867,2017-06-21 03:02:25.053,CA,AB,Calgary,51.1414,-114.076,POI1,270.38494254023465
4580910,2017-06-21 22:02:26.267,CA,AB,Edmonton,53.44918,-113.38799,POI1,12.573950960526075
4580962,2017-06-21 20:02:27.167,CA,ON,Brampton,43.76399,-79.71883,POI3,524.3734905997387
4581004,2017-06-21 18:02:25.080,CA,AB,Calgary,51.063,-113.889,POI1,277.47231401827935
4581069,2017-06-21 00:02:25.993,CA,MB,Winnipeg,49.884,-97.165,POI1,1192.6029160009366
4581124,2017-06-21 20:02:27.167,CA,ON,Brampton,43.76399,-79.71883,POI3,524.3734905997387
4581159,2017-06-21 07:02:26.187,CA,SK,Saskatoon,52.1225,-106.7249,POI1,480.7331830682424
4581229,2017-06-21 14:02:27.253,CA,ON,Brampton,43.7796,-79.7681,POI3,527.2892446883714
4581272,2017-06-21 17:02:27.287,CA,ON,Scarborough,43.8315,-79.2599,POI3,487.7176032837702
4581357,2017-06-21 01:02:28.400,CA,SK,Saskatoon,52.1209,-106.57283,POI1,490.44323128705764
4581417,2017-06-21 08:02:29.960,CA,SK,Saskatoon,52.1569,-106.59797,POI1,487.38594018167004
4581449,2017-06-21 16:02:29.640,CA,AB,Bonnyville,54.26948,-110.72649,POI1,197.8096351908145
4581542,2017-06-21 16:02:30.203,CA,ON,Toronto,43.6682,-79.4209,POI3,507.1749434252697
4581560,2017-06-21 01:02:27.880,CA,ON,Parry Sound,45.3497,-80.0085,POI3,502.9124685587607
4581611,2017-06-21 22:02:28.950,CA,AB,Cold Lake,54.4792,-110.203,POI1,238.2323821308312
4581630,2017-06-21 01:02:29.080,CA,AB,Cold Lake,54.4792,-110.203,POI1,238.2323821308312
4581634,2017-06-21 16:02:30.280,CA,ON,Kitchener,43.4307,-80.4878,POI3,596.1165897546364
4581672,2017-06-21 00:02:31.130,CA,ON,Toronto,43.696,-79.412,POI3,505.18251254186316
4581685,2017-06-21 03:02:32.413,CA,AB,Calgary,51.0486,-113.968,POI1,279.64462855325803
4581752,2017-06-21 20:02:28.683,CA,ON,Kanata,45.2975,-75.9199,POI3,185.42519053189773
4581791,2017-06-21 17:02:30.330,CA,AB,Calgary,50.89867,-113.95401,POI1,296.1094747174695
4581836,2017-06-21 01:02:31.053,CA,AB,Sherwood Park,53.528,-113.2512,POI1,15.629890824780603
4581888,2017-06-21 03:02:32.783,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
4581977,2017-06-21 01:02:31.053,CA,AB,Sherwood Park,53.528,-113.2512,POI1,15.629890824780603
4582047,2017-06-21 07:02:28.247,CA,SK,Saskatoon,52.1418,-106.702,POI1,481.38987367419907
4582117,2017-06-21 12:02:30.090,CA,AB,Calgary,50.9278,-113.9682,POI1,292.994966213548
4582132,2017-06-21 17:02:30.577,CA,ON,Toronto,43.6769,-79.4437,POI3,508.40139641876704
4582227,2017-06-21 09:02:31.733,CA,AB,Edmonton,53.4154,-113.4178,POI1,15.219635239694515
4582255,2017-06-21 03:02:32.783,CA,AB,Calgary,50.9819,-114.1004,POI1,288.18244401042864
4582348,2017-06-21 14:02:33.260,CA,ON,Etobicoke,43.6928,-79.531,POI3,513.9679547546912
4582413,2017-06-21 19:02:30.463,CA,AB,Calgary,50.9316,-114.096,POI1,293.6782585483187
4582512,2017-06-21 18:02:32.627,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480.7344500350846
4582578,2017-06-21 00:02:33.737,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4582656,2017-06-21 17:02:37.717,CA,AB,Calgary,51.03887,-114.07102,POI1,281.62325635206224
4582699,2017-06-21 05:02:37.763,CA,AB,Calgary,51.1396,-114.13,POI1,271.1503874353114
4582762,2017-06-21 16:02:35.050,CA,QC,Sainte-Foy,46.7823,-71.2882,POI3,224.56545711961374
4582798,2017-06-21 13:02:37.797,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
4582879,2017-06-21 06:02:37.910,CA,AB,Redwood Meadows,50.9514,-114.3591,POI1,294.5811062920174
4582950,2017-06-21 18:02:33.403,CA,AB,Edmonton,53.41541,-113.4178,POI1,15.21857274623687
4583049,2017-06-21 21:02:33.777,CA,ON,Oakville,43.4309,-79.7767,POI3,544.6513133001247
4583079,2017-06-21 08:02:37.847,CA,AB,Lethbridge,49.6836,-112.834,POI1,431.8436242697091
4583097,2017-06-21 08:02:37.877,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
4583170,2017-06-21 21:02:36.657,CA,QC,Saint-Constant,45.3668,-73.5659,POI3,17.216202015317243
4583197,2017-06-21 06:02:37.877,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
4583251,2017-06-21 22:02:37.980,CA,ON,North York,43.7566,-79.4035,POI3,501.6763633580251
4583340,2017-06-21 06:02:37.877,CA,AB,Calgary,51.0433,-114.064,POI1,281.06821010166476
4583342,2017-06-21 01:02:38.320,CA,ON,Windsor,42.3159,-83.0311,POI3,837.025120365955
4583384,2017-06-21 09:02:38.423,CA,AB,Edmonton,53.6134,-113.541,POI1,8.318744569683089
4583436,2017-06-21 17:02:38.717,CA,AB,Edmonton,53.572,-113.433,POI1,4.51472640170369
4583452,2017-06-21 09:02:38.760,CA,ON,Toronto,43.6682,-79.4209,POI3,507.1749434252697
4583495,2017-06-21 00:02:38.867,CA,AB,Edmonton,53.5178,-113.552,POI1,5.39725699234314
4583515,2017-06-21 13:02:40.260,CA,MB,Zhoda,49.2714,-96.663,POI1,1256.1025039861067
4583564,2017-06-21 04:02:40.847,CA,SK,Moose Jaw,50.3887,-105.533,POI1,647.5842133700341
4583632,2017-06-21 04:02:37.823,CA,AB,Calgary,51.09298,-114.14325,POI1,276.4152240254074
4583670,2017-06-21 09:02:38.347,CA,AB,Calgary,51.0494,-113.9564,POI1,279.46490023714694
4583764,2017-06-21 22:02:38.537,CA,AB,Edmonton,53.47957,-113.51341,POI1,7.628007249415639
4583773,2017-06-21 12:02:37.830,CA,AB,Calgary,51.0104,-114.066,POI1,284.7117970395108
4583781,2017-06-21 18:02:38.623,CA,ON,Toronto,43.6651,-79.4369,POI3,508.4827813631055
4583843,2017-06-21 02:02:38.797,CA,AB,Edmonton,53.5178,-113.552,POI1,5.39725699234314
4583874,2017-06-21 22:02:38.537,CA,AB,Edmonton,53.47957,-113.51341,POI1,7.628007249415639
4583913,2017-06-21 11:02:42.223,CA,ON,Brampton,43.76463,-79.72272,POI3,524.6298896224315
4584000,2017-06-21 22:02:42.283,CA,ON,Brampton,43.7476,-79.6912,POI3,523.0941867433635
4584028,2017-06-21 06:02:38.207,CA,ON,Kitchener,43.4453,-80.4905,POI3,595.6206479676339
4584059,2017-06-21 13:02:38.350,CA,AB,Calgary,51.08723,-113.97823,POI1,275.4611586238791
4584121,2017-06-21 09:02:38.453,CA,QC,Ste.-Anne-De-Bellevue,45.3986,-73.8553,POI3,26.384932023913976
4584210,2017-06-21 06:02:38.847,CA,ON,East York,43.6906,-79.3125,POI3,498.24959913476687
4584264,2017-06-21 02:02:43.567,CA,AB,Calgary,51.1467,-114.3133,POI1,272.66103507994734
4584294,2017-06-21 15:02:38.457,CA,ON,Etobicoke,43.6874,-79.5886,POI3,518.4112111008889
4584301,2017-06-21 02:02:43.567,CA,AB,Calgary,51.1467,-114.3133,POI1,272.66103507994734
4584372,2017-06-21 06:02:38.643,CA,ON,Markham,43.8451,-79.3175,POI3,491.29602980372584
4584424,2017-06-21 15:02:38.457,CA,ON,Etobicoke,43.6874,-79.5886,POI3,518.4112111008889
4584470,2017-06-21 15:02:38.903,CA,ON,East York,43.6906,-79.3125,POI3,498.24959913476687
4584480,2017-06-21 06:02:41.003,CA,MB,Winnipeg,49.893,-97.001,POI1,1202.7108981832598
4584523,2017-06-21 11:02:42.280,CA,ON,Etobicoke,43.6068,-79.5063,POI3,516.3560714022489
4584527,2017-06-21 15:02:42.330,CA,QC,Laval,45.6409,-73.7542,POI3,19.757504936999073
4584595,2017-06-21 11:02:42.350,CA,ON,Etobicoke,43.6381,-79.5787,POI3,520.0564769956211
4584649,2017-06-21 17:02:43.630,CA,ON,Scarborough,43.79248,-79.31981,POI3,493.90056804530093
4584716,2017-06-21 04:02:44.887,CA,AB,Edmonton,53.55,-113.5,POI1,1.0343902457344343
4584798,2017-06-21 17:02:43.630,CA,ON,Scarborough,43.79248,-79.31981,POI3,493.90056804530093
4584834,2017-06-21 05:02:45.610,CA,AB,Calgary,50.90533,-114.04496,POI1,296.10519587726276
4584880,2017-06-21 08:02:45.303,CA,AB,Calgary,50.89613,-113.94764,POI1,296.3440275818183
4584884,2017-06-21 04:02:44.887,CA,AB,Edmonton,53.55,-113.5,POI1,1.0343902457344343
4584920,2017-06-21 10:02:46.473,CA,AB,Wrentham,49.4282,-112.384,POI1,464.1922645694889
